standardized_disease;fuzzy;list_of_diseases;corrected_list_of_diseases
penyakit gigi;;;['penyakit gigi','penyakit gigi gusi']
peradangan operasi gigi;;;['peradangan operasi gigi']
gangguan ginjal;;;['gangguan ginjal', 'gangguan ginjal prostat']
kolik ginjal;;;['kolik ginjal']
osteodistrofi ginjal;;;['osteodistrofi ginjal']
nyeri kepala;;;['nyeri kepala']
infeksi sekunder;;;['komplikasi infeksi sekunder', 'infeksi sekunder']
lesi kulit;;;['lesi2 kulit lainnya']
infeksi kuku;;;[infeksi kuku']
nyeri lambung;;;['nyeri lambung']
inflamasi pasca operasi;;;['inflamasi pasca operasi','radang pasca operasi katarak','inflamasi paska operasi', 'inflamasi paska operasi katarak']
tukak pasca operasi;;;['tukak pasca operasi']
retensi urin pasca operasi;;;['retensi urin pasca operasi']
mata gatal;;;['gatal mata']
gangguan saluran kemih;;;['gangguan saluran kemih bagian bawah', 'gangguan saluran kemih bagian bawah berhubungan dengan hiperplasia prostat jinak']
urogenital trichomoniasis;;;['urogenital trichomoniasis','trikomoniasis sal kemih kelamin']
kencing manis;;;['kencing manis']
nyeri spastik;;;['nyeri spastik','nyeri paroxismal lambung usus halus nyeri spastik saluran empedu saluran kemih organ genital wanita', 'nyeri spastik organ genital wanita', 'spastik organ genital wanita','nyeri spastik saluran kemih','nyeri spastik saluran empedu']
infeksi saluran kelamin;;;['infeksi kelamin', 'kelamin infeksi','infeksi saluran kelamin']
kram saluran kemih;;;['kram saluran kemih kelamin']
kram saluran pencernaan;;;['kram saluran cerna', 'kram saluran cerna pylorus']
iritasi mata;;;['iritasi mata']
penyakit saluran pernapasan;;;['penyakit disebabkan oleh virus saluran napas','penyakit saluran nafas akut',    'penyakit saluran napas akut khronik','penyakit saluran pernafasan', 'penyakit saluran pernafasan akut', 'penyakit saluran pernafasan akut kronik', 'penyakit saluran pernafasan kronik', 'penyakit saluran pernafasan kronis', 'penyakitpenyakit saluran pernafasan akut kronis','penyakit pernapasan akut kronik', 'pernapasan akut kronik','penyakit saluran nafas','penyakit disebabkan oleh virus saluran nafas','penyakit saluran napas atas lain', 'penyakit saluran nafas kronik','penyakit saluran napa akut kronik','penyakit saluran nafas akut kronik','penyakit saluran napa']
penyempitan saluran napas;;;['penyempitan saluran napas', 'sumbatan saluran napas','penyakit penyumbatan saluran nafas', 'penyumbatan saluran nafas']
penyakit mata;;;['penyakit mata']
penyakit saluran empedu;;;['penyakit2 kandung empedu saluran empedu']
iritasi saluran pernapasan;;;['iritasi saluran nafas lainnya','iritasi membran mukosa saluran nafas','iritasi membran mukosa']
radang saluran pernapasan;;;['radang ringan saluran nafas','radang saluran nafas','peradangan saluran pernafasan bagian atas']
alergi saluran pernapasan;;;['alergi saluran pernapasan','alergi pernapasan hidung']
osteoporosis;;;['ostoroposis tulang','osteoporosis paska menopause']
nyeri tulang;;;['nyeri tulang']
nyeri telinga;;;['nyeri telinga']
iritasi usus;;;['iritasi usus']
penyakit tulang;;;['sakit tulang']
penyakit akibat virus;;;['penyakit virus', 'virus', 'virus jamur', 'virus superfisial','penyakit virus lainnya']
lesi mulut;;;['lesi inflamasi oral']
plak mulut;;;['akumulasi plak rongga mulut']
infeksi mulut;;;['infeksi rongga mulut', 'infeksi jamur dalam rongga mulut','infeksi mulut', 'infeksi jamur fungi rongga mulut tenggorokan', 'infeksi jamur rongga mulut']
gangguan prostat;;;['gangguan prostat']
gangguan hati;;;['gangguan hati']
radang hati;;;['peradangan hati']
kelainan kulit;;;['kelainan kulit']
kelainan muskuloskeletal akut;;;['kelainan muskuloskeletal akut']
kelainan periodontal;;;['kelainan periodontal']
kelainan saraf;;;['kelainan saraf']
keracunan;;;['keracunan']
keracunan darah;;;['keracunan darah']
nyeri otot;;;['nyeri otot','nyeri ringan sedang otot','nyeri otot olahraga']
kutu badan;;;['kutu badan']
ruam merah;;;['bercak merah','merah', 'merah iritasi', 'ruam merah','kemerahan', 'kemerahan keadaan inflamasi']
meriang;;;['badan meriang', 'meriang', 'sumeng meriang']
tenggorokan kering;;;['tenggorokan kering']
fatigue;;;['fatig lelah']
gangguan kehamilan;;;['gangguan kehamilan', 'kehamilan', 'komplikasi kehamilan']
nyeri pasca partum;;;['nyeri pasca partum','pasca partum']
nyeri pasca trauma;;;['nyeri pasca trauma','nyeri akibat trauma', 'nyeri inflamasi pasca trauma', 'nyeri inflamasi pasca trauma terkilir', 'nyeri trauma', 'nyeri trauma operasi']
nyeri pasca vaksinasi;;;['nyeri pasca vaksinasi']
nyeri pasca bedah;;;['nyeri pasca bedah','nyeri paska bedah', 'nyeri paskabedah','nyeri lokal paska bedah mulut']
leher pegal dan kaku;;;['pegal leher','leher kaku bahu', 'leher kaku']
punggung pegal dan kaku;;;['punggung pegal']
pembengkakan pasca bedah;;;['pembengkakan pasca bedah']
pembengkakan pasca trauma;;;['pembengkakan pasca trauma']
nyeri cedera;;;['nyeri akibat terkilir terpukul','nyeri cedera']
sindroma leher;;;['sindroma leher']
nyeri muskuloskeletal;;;['nyeri muskuloskeletal lain']
iritasi;;;['iritasi ringan','teriritasi lingkungan']
komplikasi paru pasca bedah;;;['komplikasi paru pasca bedah']
infeksi sendi;;;['infeksi sendi']
sendi kaku;;;['kekakuan sendi']
radang sendi;;;['peradangan sendi']
sakit sendi;;;['sakit sendi']
eksaserbasi;;;['eksaserbasi', 'eksaserbasi akut', 'eksaserbasi bakteri akut']
spondilartritis;;;['spondilartritis']
luka;;;['luka', 'luka kronik']
ulkus;;;['ulkus']
erosi kornea;;;['erosi kornea']
penyakit crohn;;;['penyakit crohn ringan sedang','crohn']
radang panggul;;;['penyakit radang panggul']
radang jaringan kuku;;;['radang jaringan kuku']
radang otot;;;['radang otot']
radang pankreas;;;['radang pankreas']
radang prostat;;;['radang prostat']
radang sumsum tulang;;;['radang sumsum tulang','radang sumsum tulang akut']
penyakit hati;;;['penyakit hati', 'penyakit hati akut kronis']
gangguan keseimbangan;;;['gangguan keseimbangan']
gangguan sirkulasi;;;['gangguan sirkulasi']
gangguan vestibular;;;['gangguan vestibular']
aborsi septik;;;['aborsi septik', 'abortus septik', 'infeksi abortus septik']
pitiriasis kapitis;;;['pitiriasis kapitis']
infeksi perut;;;['infeksi perut']
nyeri perut;;;['nyeri perut']
sakit otot;;;['sakit otot']
pendaharan;;;['perdarahan']
pendaharan hidung;;;['perdarahan hidung']
gangguan saraf;;;['gangguan saraf']
nyeri saraf;;;['nyeri saraf']
penyakit saraf;;;['penyakit saraf']
radang saraf;;;['radang saraf']
nyeri tenggorokan;;;['nyeri tenggorokan']
tenggorokan gatal;;;['tenggorokan gatal']
